,id,lang,description,bot,translation,test_set_1,test_set_2,description_lang
14250,616232782,en,,1,,0.0,0.0,en
14251,616232875,en,Dica para você que cuida da minha vida: anote tudo em um caderno porqe mnha memória é pessima.,1,['Tip for you that takes care of my life: write down everything in a notebook porqe mnha memory is pessima.'],0.0,0.0,pt
14252,616234888,en,"Não tire conclusões precpitadas, nem eu me conheço direito, qem dirá você.",1,"['Do not jump to conclusions precpitadas, not even I know right, who will tell you.']",0.0,0.0,pt
14253,616234909,en,Nubian blogger providing information that is uplifting for people of frican descet...,1,['Nubian blogger providing information that is uplifting for people of frican descet...'],0.0,0.0,en
14254,616235260,en,"Nightlife, Marketing Event Promotions,VIP's",1,"[""Nightlife, Marketing Event Promotions,VIP's""]",0.0,0.0,en
14255,616235338,en,wefounloveinaHOPELESSplae.,1,['wefounloveinaHOPELESSplae.'],0.0,0.0,en
14256,616235776,en,"I'm what Lebron was to St. Vincent-St. Mary, I give ou nothing but greatness, and the rsults don't vary.-Drake",1,"[""I'm what Lebron was to St. Vincent-St. Mary, I give ou nothing but greatness, and the rsults don't vary.-Drake""]",0.0,0.0,en
14257,616235842,en,"...Trust I seek and I find in you, every day for us somethng new, open mnd for a different view, And nothing else matters...",1,"['...Trust I seek and I find in you, every day for us somethng new, open mnd for a different view, And nothing else matters...']",0.0,0.0,en
14258,616235848,en,A virtual editor at the http://t.co/ZeUPqYi0WV I help rewrite lives & reboot the fuure. Neuroplasticity can sculpt the plastic brain; it's all in the editing!,1,"[""A virtual editor at the http://t.co/ZeUPqYi0WV I help rewrite lives & reboot the fuure. Neuroplasticity can sculpt the plastic brain; it's all in the editing!""]",0.0,0.0,en
14259,616235884,en,Aventurous Girl.. All Time Blogger And Lver O Acting!!,1,['Aventurous Girl.. All Time Blogger And Lver O Acting!!'],0.0,0.0,en
14260,616236079,en,,1,,0.0,0.0,en
14261,616236223,en,Portal de classificados Com os melhores fornecedores de produtos e serviços d Zona Leste deSão Paulo.,1,['Portal ranked With the best suppliers of products and services d the Eastern Zone of the accession Paulo.'],0.0,0.0,pt
14262,616236808,en,ll,1,['ll'],0.0,0.0,en
14263,616237568,en,,1,,0.0,0.0,en
14264,616237669,en,,1,,0.0,0.0,en
14265,616246319,en,"#rappr, #writer,  #silentwritter, #GHOSTWRITER need a hook or full song contact me.100%-confidential",1,"['#rappr, #writer,  #silentwritter, #GHOSTWRITER need a hook or full song contact me.100%-confidential']",0.0,0.0,en
14266,616250278,en,I'm a sophomore at NORTH CAROLINA A&T STATE UNIVERSIY my wifey: @rihanna BFF: @CallMeJanae #RihannaNavy #TeamBreezy #NCT http://t.co/GvVCws18B0,1,"[""I'm a sophomore at NORTH CAROLINA A&T STATE UNIVERSIY my wifey: @rihanna BFF: @CallMeJanae #RihannaNavy #TeamBreezy #NCT http://t.co/GvVCws18B0""]",0.0,0.0,en
14267,616255096,en,"I am the first Jedi Nerd philosopher of the random, I ove Sports Music MoviesSci Fi and DC comics. I'm very liberal, be free be happy, but not ALONE....",1,"[""I am the first Jedi Nerd philosopher of the random, I ove Sports Music MoviesSci Fi and DC comics. I'm very liberal, be free be happy, but not ALONE....""]",0.0,0.0,en
14268,616256389,en,"R.i.p rndmaaaa,",1,"['R.i.p rndmaaaa,']",0.0,0.0,en
14269,616263058,en,"I love mygirl @Soicey_Baby,  love Money$$$$$, and I love Kush, plain and simple",1,"['I love mygirl @Soicey_Baby,  love Money$$$$$, and I love Kush, plain and simple']",0.0,0.0,en
14270,616263295,en,,1,,0.0,0.0,en
14271,616284135,en,The Royal Pacifi Hotel Hng Kong is conveniently located at the city centre of Tsim Sha Tsui (Can,1,['The Royal Pacifi Hotel Hng Kong is conveniently located at the city centre of Tsim Sha Tsui (Can'],0.0,0.0,en
14272,616284570,en,"Island Yellow Pages presents Islnd Nutz News, the leading source for news andupdates on everything in the Caribbean and Florida. Get on island time with INN.",1,"['Island Yellow Pages presents Islnd Nutz News, the leading source for news andupdates on everything in the Caribbean and Florida. Get on island time with INN.']",0.0,0.0,en
14273,616284642,en,Onlie penguins believe n hardcore danci.,1,['Onlie penguins believe n hardcore danci.'],0.0,0.0,en
14274,616285149,en,Be yourlf OK............,1,['Be yourlf OK............'],0.0,0.0,en
14275,616285401,en,,1,,0.0,0.0,en
14276,616285659,en,"Our family has been transporting vehicles since 975, ad we take every auto transport personally, no matter the make or value.",1,"['Our family has been transporting vehicles since 975, ad we take every auto transport personally, no matter the make or value.']",0.0,0.0,en
14277,616287318,en,"Never let the fear of striking ot, kee you from playing the game, follow me, i follow back :)",1,"['Never let the fear of striking ot, kee you from playing the game, follow me, i follow back :)']",0.0,0.0,en
14278,616287324,en,"Official Twitter Account. Heart of an American, Brain of a Spaniard, Stomch of a Chinese, I am a Filipino.BS-Tourism Management @ Triniy University of Asia.",1,"['Official Twitter Account. Heart of an American, Brain of a Spaniard, Stomch of a Chinese, I am a Filipino.BS-Tourism Management @ Triniy University of Asia.']",0.0,0.0,en
14279,616287345,en,,1,,0.0,0.0,en
14280,616287447,en,I AM ME BECAUSE THAT'S AL  KNOW HOW TO BE #teamfollowback,1,"[""I AM ME BECAUSE THAT'S AL  KNOW HOW TO BE #teamfollowback""]",0.0,0.0,en
14281,616287579,en,"Fxck The Drama ,, Get Mula (: .Proudly #TAKEN By @A_Smaxx ! #Teambreezy Err Die Hoee . CHRIS BROWN FOLLOWED ME 4/28/11 Also #teamtyga #taylorgng #temtunechi",1,"['Fxck The Drama ,, Get Mula (: .Proudly #TAKEN By @A_Smaxx ! #Teambreezy Err Die Hoee . CHRIS BROWN FOLLOWED ME 4/28/11 Also #teamtyga #taylorgng #temtunechi']",0.0,0.0,en
14282,616287621,en,"Worlds Largest Floating Dance Music Festival! 2200 Partiers 4+ Artists 9 Venues 2 Islands & 1 Massive Cruise Ship! Jan 2730, 2012",1,"['Worlds Largest Floating Dance Music Festival! 2200 Partiers 4+ Artists 9 Venues 2 Islands & 1 Massive Cruise Ship! Jan 2730, 2012']",0.0,0.0,en
14283,616287702,en,"Author Interviews, Galore and More. Email e atjoey.pinkney@gmail.com or direct message me.",1,"['Author Interviews, Galore and More. Email e atjoey.pinkney@gmail.com or direct message me.']",0.0,0.0,en
14284,616287960,en,"PUBLICIST/QUEEN OF PARTYING!, lov of music!!",1,"['PUBLICIST/QUEEN OF PARTYING!, lov of music!!']",0.0,0.0,en
14285,616288152,en,"Wolds Largest Floating Dance Music Festival! 2200 Partiers 40+ Artists 9 Venues 2 Islands & 1 Massive Cruis Ship! Jan 27-30, 2012",1,"['Wolds Largest Floating Dance Music Festival! 2200 Partiers 40+ Artists 9 Venues 2 Islands & 1 Massive Cruis Ship! Jan 27-30, 2012']",0.0,0.0,en
14286,616288341,en,"14 anos, sargitarianocorinthiano,amo,saude,vadio heehe",1,"['14 anos, sargitarianocorinthiano,amo,saude,vadio heehe']",0.0,0.0,en
14287,616289460,en,#TeamThomas #Team SSU #Team Tiger...Followme i'll Follow back.,1,"[""#TeamThomas #SSU Team #Team Tiger...Followme i'with a Follow back.""]",0.0,0.0,gd
14288,616292463,en,IFMDb (Internet Forum Message Database) is a free search engine of the messages which are postd on nternet forums. Search similar forums messages at once.,1,['IFMDb (Internet Forum Message Database) is a free search engine of the messages which are postd on nternet forums. Search similar forums messages at once.'],0.0,0.0,en
14289,616293207,en,All thingsjustin bieber...,1,['All thingsjustin bieber...'],0.0,0.0,en
14290,616294011,en,"For your inspiration dream house, with displaying of design, architecture, furnitre,n mor.. http://t.co/miTyAWISdB, http://t.co/mr8RiSvtu6",1,"['For your inspiration dream house, with displaying of design, architecture, furnitre,n mor.. http://t.co/miTyAWISdB, http://t.co/mr8RiSvtu6']",0.0,0.0,en
14291,616296594,en,Sou presnça no Pagoode não largo mu Futebool =),1,['I am presnça in Pagoode not off mu Futebool =)'],0.0,0.0,pt
14292,616296954,en,webcam model..... for free shows add my ooVoo == pleasureb001 (those are zeros not o's) ALL lades welcoe to watch,1,"[""webcam model..... for free shows add my ooVoo == pleasureb001 (those are zeros not o's) ALL lades welcoe to watch""]",0.0,0.0,en
14293,616297194,en,,1,,0.0,0.0,en
14294,616297275,en,Bio ~~ 404 ot Fond,1,['Bio ~~ 404 ot Fond'],0.0,0.0,en
14295,616297320,en,"He creado una foto con la aplicacion Junos con la Seleccion, únete tu tambien para apoyar a nuestra seleccion en la Copa America 2011 http://t.co/WfCI4G0SGY",1,"['I have created a photo with the application Junos with the Selection, join your it for support to our selection in the Copa America 2011 http://t.co/WfCI4G0SGY']",0.0,0.0,es
14296,616297401,en,We're an independent lectronic/Indie/Rock band fom Georgia.,1,"[""We're an independent lectronic/Indie/Rock band fom Georgia.""]",0.0,0.0,en
14297,616297419,en,fllo me!:),1,['fllo me!:)'],0.0,0.0,en
14298,616297983,en,"My hobbies are reading books and wtch films, football(soccer),motorsports and WoW. Music: Britney Spears and hiphop like akon For ore follow and tweet me :)",1,"['My hobbies are reading books and wtch films, football(soccer),motorsports and WoW. Music: Britney Spears and hiphop like akon For ore follow and tweet me :)']",0.0,0.0,en
14299,616298199,en,"12.10.211 was the best day of my life, my dream of being n a show of my idol Justin Bieber became a reality ♥.",1,"['12.10.211 was the best day of my life, my dream of being n a show of my idol Justin Bieber became a reality ♥.']",0.0,0.0,en
14300,616298418,en,"International talent management strategist.Connects top organisations,people and opportuities. Coach. Inspires creative thnking. Co-founder 3Plus Intl.",1,"['International talent management strategist.Connects top organisations,people and opportuities. Coach. Inspires creative thnking. Co-founder 3Plus Intl.']",0.0,0.0,en
14301,616298625,en,"Pat f DXT, A3, & NFS",1,"['Pat f DXT, A3, & NFS']",0.0,0.0,en
14302,616298739,en,CASTIGRI GARATATE CU Tweets.,1,['CASTIGRI GARATATE CU Tweets.'],0.0,0.0,en
14303,616298784,en,"e ? feia, chata , insuportável ,idiota , a xuuxu do @fee_fagundes haha *-* a fofinha do @matheustmartins e a vitiima do @greenclown indo s2",1,"['and ? ugly, boring , insufferable ,idiot , the xuuxu @fee_fagundes haha *-* fluffy @matheustmartins and the vitiima @greenclown going s2']",0.0,0.0,pt
14304,616298811,en,"Social Media, Facebook Certified Digitl Strategist and Web Project Manager focusing to become one of the best digital strategits in the world.",1,"['Social Media, Facebook Certified Digitl Strategist and Web Project Manager focusing to become one of the best digital strategits in the world.']",0.0,0.0,en
14305,616298898,en,"Paulit-ulit, paikot-ikot, pait-parito, parot-paroon, pabigla-bigla, padahan-dahan, pakalwa, pakanan, paatras, pasulong, pataas, pababa, paloob, palabas, tapos",1,"['Repeated, cyclical, chisel-hither, parot-go, impulsive, padahan slowly, pakalwa, right, backward, forward, up, down, inward, outward, done']",0.0,0.0,tl
14306,616298907,en,I am a model.. Mis otros tw » @LoveTeen2011 » @ToraWoloshinRD | @lulopilato me espondio sep 12/011 - Gleek - TeenAngels - Rihanna - Katy Perry - Gaga ♡,1,['I am a model.. Mis otros tw » @LoveTeen2011 » @ToraWoloshinRD | @lulopilato me espondio sep 12/011 - Gleek - TeenAngels - Rihanna - Katy Perry - Gaga ♡'],0.0,0.0,en
14307,616299006,en,justin drew bieber. 3 he is y inspiration. e is my hero. he is my everything. i think he is perfect! you mad? stay mad. BIEBERCONDA!! i follow back. peace.,1,['justin drew bieber. 3 he is y inspiration. e is my hero. he is my everything. i think he is perfect! you mad? stay mad. BIEBERCONDA!! i follow back. peace.'],0.0,0.0,en
14308,616299078,en,,1,,0.0,0.0,en
14309,616299144,en,"empowerment, holistic wellbeing, inspiratin, connection, authentic life, self expression, transformation, women in tranition, midlife, nature,  kindness!",1,"['empowerment, holistic wellbeing, inspiratin, connection, authentic life, self expression, transformation, women in tranition, midlife, nature,  kindness!']",0.0,0.0,en
14310,616299231,en,,1,,0.0,0.0,en
14311,616299315,en,,1,,0.0,0.0,en
14312,616299405,en,"ounder and CEO of FAL Enterprises, Literary Agent and Distribution/broker caabilities.",1,"['ounder and CEO of FAL Enterprises, Literary Agent and Distribution/broker caabilities.']",0.0,0.0,en
14313,616299435,en,#Purpleninja . I'm just an ordinary kid. I love everyone coz i dont wanna hte anyone.I dont wanna insult anyone coz i knew i'm not perfect:) _Thanks_,1,"[""#Purpleninja . I'm just an ordinary kid. I love everyone coz i dont wanna hte anyone.I dont wanna insult anyone coz i knew i'm not perfect:) _Thanks_""]",0.0,0.0,en
14314,616299456,en,apalah arti sebuah bio... hidupmu adalah duniamu hidupku adalah duniaku... hal apapun dan sekecil apapun akan menyulut api kebencian dan mnebabkan perang...,1,['what is the meaning of a bio... your life is yours my life is my world... any case and whatever little will kindle the fire of hatred and mnebabkan war...'],0.0,0.0,id
14315,616299501,en,11 agust 1995 | ♥ALLAH | ♥ FAMILY | RD ♥ XI IPA 1♥ SMAN 12 BANDAR LAMPUNG | FOLLOW ☺ UNOLLOW (¬_¬),1,['11 agust 1995 | ♥ALLAH | ♥ FAMILY | RD ♥ XI IPA 1♥ SMAN 12 BANDAR LAMPUNG | FOLLOW ☺ UNOLLOW (¬_¬)'],0.0,0.0,en
14316,616299531,en,GivTrending Topic News Over Here,1,['GivTrending Topic News Over Here'],0.0,0.0,en
14317,616299576,en,IAm Mindless Behavior Lovr,1,['IAm Mindless Behavior Lovr'],0.0,0.0,en
14318,616299699,en,"Your source for Call Center Integration, Enterprise Social Media, Professional Web, and SEO Consulting Services. info@ethosiq.com http://t.co/gxNTRcgr",1,"['Your source for Call Center Integration, Enterprise Social Media, Professional Web, and SEO Consulting Services. info@ethosiq.com http://t.co/gxNTRcgr']",0.0,0.0,en
14319,616299930,en,"Just me™  That's all  can be.  ♏   ♥   ♥   ♥ Can't live without my music, iPhone, and Starbucs.",1,"[""Just me™  That's all  can be.  ♏   ♥   ♥   ♥ Can't live without my music, iPhone, and Starbucs.""]",0.0,0.0,en
14320,616300029,en,"I am a home business specialist who works- and lives in a waterfront Florida home! The ore I help people, the mre successes I enjoy!",1,"['I am a home business specialist who works- and lives in a waterfront Florida home! The ore I help people, the mre successes I enjoy!']",0.0,0.0,en
14321,616300071,en,"HEELS!/ fashiion /photography/ 17/ Bacon/ moneyy/ diiamonds/ glitter/ sparkles/ usiic && technology are myy liife, Follow mee && illfollow youu bakk 3 XOXO",1,"['HEELS!/ fashiion /photography/ 17/ Bacon/ moneyy/ diiamonds/ glitter/ sparkles/ usiic && technology are myy liife, Follow mee && illfollow youu bakk 3 XOXO']",0.0,0.0,en
14322,616300077,en,Consultor. Tecnico Creativo.    E-Learning. Freelance Pdro Garcia Roman | pgarcialab,1,['Consultant. Tecnical Creative. E-Learning. Freelance Pdro Garcia Roman | pgarcialab'],0.0,0.0,gl
14323,616300113,en,,1,,0.0,0.0,en
14324,616300149,en,I Rap & Mdl,1,['I Rap & Mdl'],0.0,0.0,en
14325,616300368,en,"Be belieber is more thn just believe. To dream, support, love, play a role in Jusin's life, cherish and never turn your back ♥",1,"[""Be belieber is more thn just believe. To dream, support, love, play a role in Jusin's life, cherish and never turn your back ♥""]",0.0,0.0,en
14326,616300512,en,Makin music sine I wa 6,1,['Makin music sine I wa 6'],0.0,0.0,en
14327,616300515,en,"La música es mi pasión,la amodemaciado.Me gusta mucho el arte. F O L L O W  M E♥",1,"['Music is my passion,the amodemaciado.I really like the art. F O L L O W M E♥']",0.0,0.0,es
14328,616300602,en,ophie'BridgetScott,1,"[""ophie'BridgetScott""]",0.0,0.0,en
14329,616300605,en,This is Alex M-Campbell official tittr,1,['This is Alex M-Campbell official tittr'],0.0,0.0,en
14330,616300671,en,nl,1,['nl'],0.0,0.0,en
14331,616300719,en,,1,,0.0,0.0,en
14332,616300785,en,Verfied JLSter I ♥ JLS  Love JLS Moree Thann Anythingg Moree Thannn Wordss Can Sayy Xxx 3(AstonMrrygold My Husbandxx),1,['Verfied JLSter I ♥ JLS  Love JLS Moree Thann Anythingg Moree Thannn Wordss Can Sayy Xxx 3(AstonMrrygold My Husbandxx)'],0.0,0.0,en
14333,616300803,en,ProvidingFREE information on How To Create A Website by yourself.  Need A Website? No Budget for Web Design http://t.co/aURxS64a,1,['ProvidingFREE information on How To Create A Website by yourself.  Need A Website? No Budget for Web Design http://t.co/aURxS64a'],0.0,0.0,en
14334,616300830,en,"I alwas say,  NEVER SAY NEVER! , t all my problems. :)",1,"['I alwas say,  NEVER SAY NEVER! , t all my problems. :)']",0.0,0.0,en
14335,616300842,en,,1,,0.0,0.0,en
14336,616300911,en,i'm indonesian.i'm proud for being indonesian mosem,1,"[""i'm indonesian.i'm proud for being indonesian mosem""]",0.0,0.0,en
14337,616300920,en,A group of determined moms spreading awarness nd trying to put an end to #bullying.,1,['A group of determined moms spreading awarness nd trying to put an end to #bullying.'],0.0,0.0,en
14338,616301001,en,"ife Sucks, So Grab A Straw And Get Cofortable...",1,"['ife Sucks, So Grab A Straw And Get Cofortable...']",0.0,0.0,en
14339,616301016,en,"Thelife and times of lifestyle purveyor George Sully,Founder of Design Embassy Group, Co-Creator of TCHAD Quarterly Magazine and Sully Wong Shoes.",1,"['Thelife and times of lifestyle purveyor George Sully,Founder of Design Embassy Group, Co-Creator of TCHAD Quarterly Magazine and Sully Wong Shoes.']",0.0,0.0,en
14340,616301049,en,,1,,0.0,0.0,en
14341,616301106,en,"Apresentadora doQUE HISTÓRIA ÉESSA? Contadora de Histórias, radialista e escritora!",1,"['Presenter than HISTORY ÉESSA? Storyteller, radio broadcaster, and a writer!']",0.0,0.0,pt
14342,616301190,en,,1,,0.0,0.0,en
14343,616301301,en,"I love to take picturs, sew, sell online.  I just love to tweet, and I will follow back.  #follow4follow  #teamfollowback  #teamfollowwack  #instantfollowback",1,"['I love to take picturs, sew, sell online.  I just love to tweet, and I will follow back.  #follow4follow  #teamfollowback  #teamfollowwack  #instantfollowback']",0.0,0.0,en
14344,616301307,en,,1,,0.0,0.0,en
14345,616301361,en,Giving away free Dr. Dre Bats now! Visit http://t.co/Fe7HCcrg !!!,1,['Giving away free Dr. Dre Bats now! Visit http://t.co/Fe7HCcrg !!!'],0.0,0.0,en
14346,616301619,en,weeping may endure 4 night but joycome in the morning light. ilove god who is the head of my life hters do me no good. keeping my head up and faith to the max,1,['weeping may endure 4 night but joycome in the morning light. ilove god who is the head of my life hters do me no good. keeping my head up and faith to the max'],0.0,0.0,en
14347,616301763,en,"20 | junior at gsu | aries | hispanic | triple majorin; psychology, spanish, and criminal justice | my life is diine chaos | get to know me",1,"['20 | junior at gsu | aries | hispanic | triple majorin; psychology, spanish, and criminal justice | my life is diine chaos | get to know me']",0.0,0.0,en
14348,616301904,en,"FOLLLOW MEE AND ILL FOLLOW BACK.#freshmanswag (vacahigh) , #LeanTeam , #teamtaken , #teamdopedickent.",1,"['FOLLLOW MEE AND ILL FOLLOW BACK.#freshmanswag (vacahigh) , #LeanTeam , #teamtaken , #teamdopedickent.']",0.0,0.0,en
14349,616301934,en,Yea dis ya boibigg bub...koolin as alwayz...follow ya boi...I luv 2 jke around n meet new friendz along da way...I'm a real down 2 earth kinda person,1,"[""Yea dis ya boibigg bub...koolin as alwayz...follow ya boi...I luv 2 jke around n meet new friendz along da way...I'm a real down 2 earth kinda person""]",0.0,0.0,en
14350,616301994,en,Eail: nynewestmusic@gmail.com..For all Inquiries nd show bookings....New Single Full Time Lover Available on Itunes NOW...,1,['Eail: nynewestmusic@gmail.com..For all Inquiries nd show bookings....New Single Full Time Lover Available on Itunes NOW...'],0.0,0.0,en
14351,616302027,en,,1,,0.0,0.0,en
14352,616302072,en,,1,,0.0,0.0,en
14353,616302333,en,"http://t.co/PAa1DILj fan mde twitter for womens professional basketball player Angel McCoughtry for site updates, contests and giveays! :)",1,"['http://t.co/PAa1DILj fan mde twitter for womens professional basketball player Angel McCoughtry for site updates, contests and giveays! :)']",0.0,0.0,en
14354,616302336,en,"Esposo, Amigo, Pr. Dir. da Assembléia de Deus em Pq. Pulista DCaxis RJ, Juiz de Paz, Atuante em Politicas Publicas, Universitario, Ativista Comunitário.",1,"['Spouse, Friend, Pr. Dir. Assembly of God in Pq. Pulista DCaxis RJ, justice of the Peace, Active in Public Policies, University, Activist Community.']",0.0,0.0,pt
14355,616302444,en,"An adventurous lady, a real Globe-Trotter. Have ben to Everst and places hotter. I could be a model but I'm not for hire, far too busy putting out fires",1,"[""An adventurous lady, a real Globe-Trotter. Have ben to Everst and places hotter. I could be a model but I'm not for hire, far too busy putting out fires""]",0.0,0.0,en
14356,616302717,en,A&R CONSULTANT  PRODUCER  | HEAD DJ @DIPSETWEST_DJS | 730DIPSDJS | PORTERROCDJS | COAST2COATDJS | BIZ ONLY BOOKING4SUPER@GMAIL.COM,1,['A&R CONSULTANT  PRODUCER  | HEAD DJ @DIPSETWEST_DJS | 730DIPSDJS | PORTERROCDJS | COAST2COATDJS | BIZ ONLY BOOKING4SUPER@GMAIL.COM'],0.0,0.0,en
14357,616302756,en,"Quality natural stoe tiles with discounted price our wide selection of naural stone tiles, mosaic tiles, granite tiles to contractors and retail customers.",1,"['Quality natural stoe tiles with discounted price our wide selection of naural stone tiles, mosaic tiles, granite tiles to contractors and retail customers.']",0.0,0.0,en
14358,616302783,en,"WMDEAN is the King of Handmade Cuffinks! Prices start at $9.99 with FEE Worldwide Shipping. Perfect for weddings, fraternal groups, and avid collectors.",1,"['WMDEAN is the King of Handmade Cuffinks! Prices start at $9.99 with FEE Worldwide Shipping. Perfect for weddings, fraternal groups, and avid collectors.']",0.0,0.0,en
14359,616302786,en,#Sophmor@Dunbar#Sports#TEAFOLLOWBACK#TeamFuckYouMean#AllboutMe#TeamFuckAllHaters,1,['#Sophmor@Dunbar#Sports#TEAFOLLOWBACK#TeamFuckYouMean#AllboutMe#TeamFuckAllHaters'],0.0,0.0,en
14360,616303158,en,Prtty ung ting,1,['Prtty ung ting'],0.0,0.0,en
14361,616303560,en,"Isn't it funny how every teen s completely diferent from each other, but every teen has been through the same awkward moments?",1,"[""Isn't it funny how every teen s completely diferent from each other, but every teen has been through the same awkward moments?""]",0.0,0.0,en
14362,616303596,en,for news and new products! Supplying all your coaching needs. Follow @AneEGalloway and @JneAStephenson,1,['for news and new products! Supplying all your coaching needs. Follow @AneEGalloway and @JneAStephenson'],0.0,0.0,en
14363,616304112,en,Iniciativa usca valorizar água tatada incentivando substituição do consumo da água em garrafa pela água filtrada em estabelecimentos comerciais e residenciais,1,['Initiative usca valuing water tatada encouraging replacement of the consumption of bottled water by filtered water in commercial establishments and residential'],0.0,0.0,pt
14364,616304133,en,#TeamPittman #TeamGetMoney #TeamEngaged #TeamREALaf #TeamFollowBck http://t.co/QqC0wve2,1,['#TeamPittman #TeamGetMoney #TeamEngaged #TeamREALaf #TeamFollowBck http://t.co/QqC0wve2'],0.0,0.0,en
14365,616304159,en,"Always love my family, @apipaah, all my riends, X.2, SMAN 5, PISMAN 5, SAUTA",1,"['Always love my family, @apipaah, all my riends, X.2, SMAN 5, PISMAN 5, SAUTA']",0.0,0.0,en
14366,616304394,en,"Jounalist. Women and girl empowerment advocate. HuffPost blogger. The Goddess Diaries, columnist. Wriing coach/consultant. Yogini.",1,"['Jounalist. Women and girl empowerment advocate. HuffPost blogger. The Goddess Diaries, columnist. Wriing coach/consultant. Yogini.']",0.0,0.0,en
14367,616304430,en,Beliebing sine 08' and I'll be hre until the end.,1,"[""Beliebing sine 08' and I'll be hre until the end.""]",0.0,0.0,en
14368,616304457,en,Uma garota igual a todas as outras. Não sigo todos que m segue - beijos,1,['A girl similar to all the others. Do not follow all that m follows - kisses'],0.0,0.0,pt
14369,616304544,en,insan dediğin kaç zamn yaşar sonuda?,1,['at the end of May how many times people live in.'],0.0,0.0,tr
14370,616304775,en,,1,,0.0,0.0,en
14371,616305144,en,"@justinbieber I Lov You, 15 de Octubre el mejor día de mi vida.El día e cumplí mi sueño vi a @justinbieber y es hermoso te Amo, espero qe vuelvas a #Chile",1,"['@justinbieber I Lov You, October 15, the best day of my life.The day and I fulfilled my dream I saw @justinbieber and it is beautiful I Love you, I hope that you come back to #Chile']",0.0,0.0,es
14372,616305351,en,Cloting Compan,1,['Cloting Compan'],0.0,0.0,en
14373,616305396,en,CaliBaby:).17.Cheerleader.Tated.Pierced. Best Mexican You Will Ever Know:) #TeaTaken #TeamSkins #TeamTanSkinned #TeamGemini #TeamIDGAF,1,['CaliBaby:).17.Cheerleader.Tated.Pierced. Best Mexican You Will Ever Know:) #TeaTaken #TeamSkins #TeamTanSkinned #TeamGemini #TeamIDGAF'],0.0,0.0,en
14374,616305756,en,"i've lost my power to feel tonight, we're al just victim of a crime .",1,"[""i've lost my power to feel tonight, we're al just victim of a crime .""]",0.0,0.0,en
14375,616305963,en,I layDrums.,1,['I layDrums.'],0.0,0.0,en
14376,616306023,en,Naturlly and ArtificiallyFlavoured Magically Delicious #Ⓣ.Ⓖ.Ⓞ.Ⓓ,1,['Naturlly and ArtificiallyFlavoured Magically Delicious #Ⓣ.Ⓖ.Ⓞ.Ⓓ'],0.0,0.0,en
14377,616306101,en,Twitter page to show support @justinbieber and offiialjaden :),1,['Twitter page to show support @justinbieber and offiialjaden :)'],0.0,0.0,en
14378,616306719,en,"i like gettin money,girls,soppin and hoopin ll day",1,"['i like gettin money,girls,soppin and hoopin ll day']",0.0,0.0,en
14379,616306866,en,Namastê!!! úvidas??? Inquietações??? Pegunte ao Guru!!!,1,['Namaste!!! úvidas??? Concerns??? Pegunte to the Guru!!!'],0.0,0.0,pt
14380,616307286,en,nl,1,['nl'],0.0,0.0,en
14381,616307780,en,nl,1,['nl'],0.0,0.0,en
14382,616308033,en,"Social mdia productivity solutions for witter, Facebook, StatusNet, blogs, and more.",1,"['Social mdia productivity solutions for witter, Facebook, StatusNet, blogs, and more.']",0.0,0.0,en
14383,616308387,en,"@ladygaga is my goddesss, my life has completly changed snce i knew her ,she is inspiring me in my painting , love 2 draw hr so much ...",1,"['@ladygaga is my goddesss, my life has completly changed snce i knew her ,she is inspiring me in my painting , love 2 draw hr so much ...']",0.0,0.0,en
14384,616308495,en,Antonia Janee One&Only:)),1,['Antonia Janee One&Only:))'],0.0,0.0,en
14385,616308801,en,,1,,0.0,0.0,en
14386,616308894,en,♫♪uician|Recording Artist|Songwriter|Dope|,1,['♫♪uician|Recording Artist|Songwriter|Dope|'],0.0,0.0,en
14387,616309005,en,"Wassup Mothafuckaas , You Already Know The Deal With Ka . && If You Don't Ask Abot me ! Follow Me . #TeamIDGAF Official Page @KiaSymone",1,"[""Wassup Mothafuckaas , You Already Know The Deal With Ka . && If You Don't Ask Abot me ! Follow Me . #TeamIDGAF Official Page @KiaSymone""]",0.0,0.0,en
14388,616310157,en,#Teambreezy #Teabigtits #Teamshorgirls #Teamfollowback #Teamtaurus,1,['#Teambreezy #Teabigtits #Teamshorgirls #Teamfollowback #Teamtaurus'],0.0,0.0,en
14389,616310415,en,"I'm just a modern guy with a shoe wbsite.  I have shoes,hats,clothes,flat irons for he ladies, and even glasses. Come check me out http://t.co/uz9ziISb",1,"[""I'm just a modern guy with a shoe wbsite.  I have shoes,hats,clothes,flat irons for he ladies, and even glasses. Come check me out http://t.co/uz9ziISb""]",0.0,0.0,en
14390,616310538,en,assy's the name. Follow me Ifollow back(: #teambencano,1,"[""assy's the name. Follow me Ifollow back(: #teambencano""]",0.0,0.0,en
14391,616310832,en,"I don't care what other people think- ever hae, never will. I always stand true to myself- always.",1,"[""I don't care what other people think- ever hae, never will. I always stand true to myself- always.""]",0.0,0.0,en
14392,616310931,en,"College life, chllin. Mr.Right=@ObeyGiant6 11.6.11 #BumLove #TeamLibr #TeamFollowBack",1,"['College life, chllin. Mr.Right=@ObeyGiant6 11.6.11 #BumLove #TeamLibr #TeamFollowBack']",0.0,0.0,en
